CSID,CaseID,CSType,CSDate,CourtID,JudgeName
8630,21892,B,2025-01-13,1,Shri M.V. Reddy
8631,23678,A,2024-08-30,1,Shri B.N. Prasad
8632,24369,C,2025-04-03,1,Shri S.R. Naik
8633,29533,A,2024-05-23,2,Smt. N. Hegde
8634,2676,B,2025-08-04,1,Smt. D. Savitha
8635,14344,C,2025-06-27,2,Smt. P. Sridevi
8636,19295,B,2025-09-29,2,Shri S.R. Naik
8637,19911,B,2025-05-16,1,Smt. P. Sridevi
8638,20936,A,2025-12-27,2,Smt. P. Sridevi
8639,21532,B,2025-06-30,2,Shri S.R. Naik
8640,24189,A,2025-07-30,1,Shri A. Krishnamurthy
8641,29702,B,2026-01-02,2,Shri R.K. Kulkarni
8642,34609,B,2025-05-14,2,Shri A. Krishnamurthy
8643,35319,B,2025-08-25,1,Smt. R. Sumathi
8644,38298,C,2025-12-07,1,Shri A. Krishnamurthy
8645,38304,B,2026-01-26,2,Shri B.N. Prasad
8646,41318,A,2026-01-30,2,Smt. V. Patil
8647,43131,B,2025-12-31,2,Smt. P. Sridevi
8648,43355,B,2026-02-28,2,Smt. V. Patil
8649,45360,A,2025-03-20,1,Shri S.R. Naik
8650,47016,B,2025-11-25,1,Shri T.G. Rao
8651,49454,B,2025-05-01,2,Smt. D. Savitha
8652,3371,B,2026-05-17,2,Shri S.R. Naik
8653,15267,C,2026-06-30,2,Shri R.K. Kulkarni
8654,19344,B,2026-06-30,1,Smt. V. Patil
8655,20142,B,2026-06-15,2,Smt. K. Latha
8656,30025,A,2026-06-30,1,Shri P.K. Sharma
8657,45727,B,2026-06-30,2,Shri R.K. Kulkarni
8658,49687,B,2026-06-30,1,Smt. P. Sridevi
8659,283,B,2023-08-14,1,Shri Y. Manjunath
8660,740,A,2023-06-05,1,Smt. K. Latha
8661,1067,A,2024-01-09,1,Smt. R. Sumathi
8662,1799,A,2023-07-01,1,Smt. D. Savitha
8663,1809,B,2023-08-19,1,Smt. P. Sridevi
8664,1891,A,2023-11-23,2,Shri P.K. Sharma
8665,2061,B,2023-07-24,1,Shri S.R. Naik
8666,2090,B,2024-01-23,1,Smt. J. Anitha
8667,2910,B,2023-11-12,1,Smt. R. Sumathi
8668,2976,B,2023-07-12,2,Smt. J. Anitha
8669,3348,B,2024-05-01,1,Shri S.R. Naik
8670,3383,A,2023-11-27,1,Shri Y. Manjunath
8671,3783,B,2023-08-29,2,Smt. D. Savitha
8672,4253,C,2023-10-08,2,Shri S.R. Naik
8673,5605,B,2023-08-23,1,Smt. P. Sridevi
8674,5843,B,2024-02-04,1,Shri R.K. Kulkarni
8675,6180,A,2023-11-12,1,Smt. R. Sumathi
8676,6396,A,2024-03-10,2,Shri B.N. Prasad
8677,7310,B,2023-07-05,1,Shri S.R. Naik
8678,7418,B,2023-11-19,1,Smt. D. Savitha
8679,7881,B,2023-06-18,1,Smt. P. Sridevi
8680,8195,A,2023-10-18,2,Smt. P. Sridevi
8681,9464,B,2024-02-08,2,Smt. R. Sumathi
8682,9572,A,2024-02-05,2,Smt. J. Anitha
8683,9828,B,2024-04-01,2,Shri T.G. Rao
8684,10168,B,2023-06-26,1,Smt. J. Anitha
8685,10249,B,2024-01-22,1,Smt. P. Sridevi
8686,10658,A,2023-04-22,1,Shri Y. Manjunath
8687,10927,A,2024-04-16,2,Shri A. Krishnamurthy
8688,11040,A,2023-12-11,1,Shri S.R. Naik
8689,11140,B,2024-03-25,1,Smt. N. Hegde
8690,11225,B,2024-03-28,2,Shri P.K. Sharma
8691,11896,B,2023-05-31,2,Smt. P. Sridevi
8692,11943,B,2023-09-11,2,Smt. V. Patil
8693,12160,A,2023-08-30,2,Smt. R. Sumathi
8694,12183,B,2023-12-19,1,Smt. J. Anitha
8695,12832,B,2024-01-24,1,Shri S.R. Naik
8696,12932,A,2023-11-17,1,Smt. J. Anitha
8697,13342,B,2024-02-26,1,Smt. P. Sridevi
8698,13383,A,2024-02-03,2,Smt. P. Sridevi
8699,13907,A,2023-05-26,1,Shri S.R. Naik
8700,13918,A,2023-10-04,2,Smt. P. Sridevi
8701,14122,A,2023-06-19,2,Shri R.K. Kulkarni
8702,14255,B,2023-10-05,1,Smt. P. Sridevi
8703,14274,C,2023-10-10,1,Smt. K. Latha
8704,14433,C,2023-08-16,2,Shri B.N. Prasad
8705,14616,A,2023-11-27,2,Smt. J. Anitha
8706,14637,B,2023-07-08,1,Smt. N. Hegde
8707,15314,A,2023-08-01,2,Shri R.K. Kulkarni
8708,15350,B,2023-04-18,2,Shri Y. Manjunath
8709,15446,B,2024-03-03,2,Smt. K. Latha
8710,15564,B,2023-07-20,1,Smt. J. Anitha
8711,15580,A,2023-07-02,2,Smt. R. Sumathi
8712,15742,B,2023-12-13,2,Smt. V. Patil
8713,16261,A,2024-02-20,2,Smt. K. Latha
8714,16286,A,2023-11-22,2,Shri P.K. Sharma
8715,16370,B,2023-08-08,2,Shri A. Krishnamurthy
8716,16578,C,2023-04-12,1,Smt. P. Sridevi
8717,16853,B,2024-01-19,2,Shri S.R. Naik
8718,16869,B,2023-05-22,1,Smt. N. Hegde
8719,17133,B,2023-11-07,1,Smt. R. Sumathi
8720,17139,A,2024-05-18,1,Smt. N. Hegde
8721,17255,C,2023-08-15,1,Shri S.R. Naik
8722,17610,B,2023-08-17,2,Smt. R. Sumathi
8723,18163,C,2023-07-16,2,Shri T.G. Rao
8724,18300,B,2023-08-13,1,Smt. J. Anitha
8725,18769,A,2023-11-21,1,Shri B.N. Prasad
8726,18776,A,2023-12-31,2,Shri S.R. Naik
8727,18797,A,2023-12-18,2,Smt. V. Patil
8728,19245,B,2023-10-14,2,Smt. D. Savitha
8729,19392,B,2023-07-18,1,Shri M.V. Reddy
8730,19804,B,2023-07-23,1,Smt. N. Hegde
8731,20079,C,2023-08-15,1,Smt. D. Savitha
8732,20800,A,2024-03-28,2,Shri R.K. Kulkarni
8733,21381,C,2023-09-22,1,Smt. N. Hegde
8734,21767,B,2023-10-13,2,Shri M.V. Reddy
8735,21771,A,2023-07-29,1,Smt. D. Savitha
8736,21780,B,2023-12-18,2,Shri A. Krishnamurthy
8737,22172,A,2024-05-01,2,Shri M.V. Reddy
8738,22460,B,2023-05-30,1,Shri M.V. Reddy
8739,22502,C,2023-12-11,1,Smt. J. Anitha
8740,22712,B,2024-01-31,1,Smt. R. Sumathi
8741,22717,C,2024-05-08,2,Smt. D. Savitha
8742,22873,B,2023-09-28,1,Smt. D. Savitha
8743,22932,A,2023-10-13,2,Shri S.R. Naik
8744,23317,A,2023-12-12,1,Smt. J. Anitha
8745,23392,B,2023-04-04,2,Smt. N. Hegde
8746,23497,B,2023-07-13,1,Shri A. Krishnamurthy
8747,24265,A,2023-11-22,1,Smt. P. Sridevi
8748,24451,A,2024-01-22,1,Smt. N. Hegde
8749,24591,C,2023-05-29,2,Shri A. Krishnamurthy
8750,24774,A,2023-11-07,1,Shri P.K. Sharma
8751,25066,B,2023-03-13,2,Shri B.N. Prasad
8752,25176,B,2024-02-14,2,Shri M.V. Reddy
8753,25206,C,2024-01-06,2,Shri T.G. Rao
8754,26279,B,2023-09-04,2,Shri T.G. Rao
8755,26460,A,2023-09-20,2,Smt. J. Anitha
8756,26756,A,2024-02-18,1,Shri T.G. Rao
8757,26772,C,2023-10-18,1,Shri S.R. Naik
8758,26887,B,2024-01-29,1,Smt. R. Sumathi
8759,27282,B,2023-08-11,1,Smt. J. Anitha
8760,27331,A,2024-02-06,2,Shri S.R. Naik
8761,27345,B,2023-09-28,1,Shri T.G. Rao
8762,27490,A,2023-10-23,1,Smt. R. Sumathi
8763,27591,B,2023-06-08,1,Shri B.N. Prasad
8764,27625,A,2024-04-04,1,Shri Y. Manjunath
8765,27678,A,2024-02-05,1,Shri Y. Manjunath
8766,28312,A,2024-01-03,1,Smt. R. Sumathi
8767,28946,B,2024-02-16,1,Shri B.N. Prasad
8768,29657,A,2024-01-06,1,Shri B.N. Prasad
8769,30327,B,2023-09-04,2,Smt. V. Patil
8770,30452,B,2023-12-01,1,Smt. J. Anitha
8771,30555,B,2023-08-12,1,Smt. N. Hegde
8772,30639,B,2023-09-06,1,Smt. R. Sumathi
8773,31033,B,2023-12-05,2,Smt. N. Hegde
8774,31040,A,2023-07-05,2,Shri S.R. Naik
8775,31052,B,2024-04-14,2,Shri Y. Manjunath
8776,31693,A,2023-05-17,2,Shri R.K. Kulkarni
8777,31913,A,2023-12-28,1,Shri B.N. Prasad
8778,32990,B,2023-11-11,1,Shri P.K. Sharma
8779,33067,B,2023-10-31,2,Shri S.R. Naik
8780,33832,B,2023-12-18,2,Smt. D. Savitha
8781,34225,A,2023-05-25,1,Shri M.V. Reddy
8782,34459,B,2023-11-24,2,Smt. K. Latha
8783,34640,B,2023-05-12,2,Shri B.N. Prasad
8784,35123,A,2023-06-19,1,Shri B.N. Prasad
8785,35186,B,2023-09-15,2,Shri A. Krishnamurthy
8786,35474,B,2023-06-29,1,Shri R.K. Kulkarni
8787,35769,A,2023-06-09,2,Smt. R. Sumathi
8788,36007,C,2024-04-27,2,Smt. V. Patil
8789,36703,A,2024-01-15,2,Smt. P. Sridevi
8790,36888,A,2024-05-06,2,Smt. P. Sridevi
8791,37113,B,2024-03-27,1,Smt. N. Hegde
8792,37534,B,2023-09-03,1,Shri M.V. Reddy
8793,37909,A,2023-08-09,2,Smt. D. Savitha
8794,37960,A,2024-05-04,2,Smt. D. Savitha
8795,38296,B,2024-03-02,2,Smt. V. Patil
8796,38340,B,2023-09-12,1,Shri R.K. Kulkarni
8797,38666,B,2023-10-25,1,Smt. D. Savitha
8798,39304,A,2024-04-26,1,Shri B.N. Prasad
8799,39491,A,2024-02-21,2,Shri Y. Manjunath
8800,40080,B,2024-04-30,2,Shri S.R. Naik
8801,40104,A,2023-12-14,1,Smt. D. Savitha
8802,40132,A,2023-05-13,1,Shri M.V. Reddy
8803,40873,A,2023-10-17,1,Shri T.G. Rao
8804,40902,B,2024-02-28,1,Smt. P. Sridevi
8805,41705,B,2023-07-24,1,Shri P.K. Sharma
8806,41976,B,2024-04-15,1,Shri S.R. Naik
8807,42067,A,2023-06-04,2,Smt. R. Sumathi
8808,42102,C,2024-03-09,2,Shri M.V. Reddy
8809,42183,B,2023-06-15,1,Smt. N. Hegde
8810,42590,C,2024-02-27,1,Smt. P. Sridevi
8811,42592,B,2024-02-11,1,Smt. R. Sumathi
8812,43081,C,2023-09-04,2,Shri R.K. Kulkarni
8813,43253,A,2024-02-27,2,Shri R.K. Kulkarni
8814,43363,A,2024-05-12,1,Shri T.G. Rao
8815,43690,C,2024-05-19,2,Smt. J. Anitha
8816,43835,B,2023-06-09,2,Smt. N. Hegde
8817,44105,A,2023-12-17,2,Shri P.K. Sharma
8818,44217,A,2023-08-10,1,Shri R.K. Kulkarni
8819,44265,B,2023-07-18,1,Shri B.N. Prasad
8820,44306,B,2024-01-07,1,Smt. V. Patil
8821,44379,A,2023-06-29,1,Smt. V. Patil
8822,44559,B,2023-11-16,1,Shri A. Krishnamurthy
8823,44827,B,2023-10-18,1,Smt. N. Hegde
8824,45376,B,2023-04-18,2,Smt. K. Latha
8825,45570,C,2023-12-22,1,Smt. K. Latha
8826,46073,B,2023-08-17,1,Shri T.G. Rao
8827,46269,A,2023-07-04,2,Smt. P. Sridevi
8828,46284,B,2023-10-21,2,Smt. R. Sumathi
8829,46512,A,2023-06-01,1,Shri R.K. Kulkarni
8830,46938,C,2024-06-05,1,Shri Y. Manjunath
8831,47397,B,2023-11-06,1,Shri M.V. Reddy
8832,47453,B,2023-08-24,1,Shri A. Krishnamurthy
8833,47914,B,2023-06-16,2,Shri A. Krishnamurthy
8834,48255,A,2023-09-03,1,Shri A. Krishnamurthy
8835,48595,B,2023-10-22,1,Shri M.V. Reddy
8836,48605,A,2023-05-31,1,Shri M.V. Reddy
8837,48932,B,2023-07-25,1,Smt. K. Latha
8838,49240,A,2024-03-17,1,Shri M.V. Reddy
8839,49285,A,2023-07-04,1,Smt. J. Anitha
8840,49424,A,2023-09-14,1,Shri T.G. Rao
8841,84,C,2024-09-30,2,Shri P.K. Sharma
8842,110,C,2024-09-13,1,Shri P.K. Sharma
8843,159,A,2024-12-02,1,Smt. J. Anitha
8844,776,A,2024-10-25,1,Shri S.R. Naik
8845,1127,A,2024-10-02,1,Shri T.G. Rao
8846,1391,B,2024-08-26,1,Shri A. Krishnamurthy
8847,1421,A,2024-06-11,1,Smt. N. Hegde
8848,1986,C,2024-12-20,2,Shri R.K. Kulkarni
8849,2053,B,2024-10-30,1,Smt. V. Patil
8850,2780,B,2025-01-31,2,Smt. P. Sridevi
8851,3069,A,2025-03-08,1,Shri T.G. Rao
8852,3118,A,2024-11-09,2,Shri A. Krishnamurthy
8853,3308,B,2024-10-24,2,Shri T.G. Rao
8854,4179,A,2024-03-12,1,Smt. D. Savitha
8855,4503,A,2024-07-20,1,Shri A. Krishnamurthy
8856,5015,B,2024-06-21,1,Shri P.K. Sharma
8857,5178,C,2024-11-21,1,Smt. P. Sridevi
8858,5931,B,2024-10-12,1,Smt. P. Sridevi
8859,6171,A,2024-07-18,1,Shri S.R. Naik
8860,6207,A,2024-08-11,1,Shri A. Krishnamurthy
8861,6212,C,2025-04-02,1,Smt. V. Patil
8862,6712,B,2024-12-19,2,Shri B.N. Prasad
8863,6734,C,2025-03-04,2,Shri S.R. Naik
8864,7074,B,2025-01-10,1,Shri R.K. Kulkarni
8865,7295,B,2024-06-29,2,Smt. P. Sridevi
8866,7513,A,2025-02-22,2,Smt. K. Latha
8867,7773,B,2025-02-17,1,Smt. J. Anitha
8868,7830,B,2025-01-18,1,Smt. V. Patil
8869,7887,B,2025-03-28,2,Shri M.V. Reddy
8870,7995,B,2024-07-09,2,Shri B.N. Prasad
8871,9177,B,2024-07-28,2,Smt. R. Sumathi
8872,9378,B,2024-08-22,1,Shri T.G. Rao
8873,9631,B,2024-04-08,2,Smt. J. Anitha
8874,10180,C,2024-11-11,2,Shri M.V. Reddy
8875,10223,A,2024-03-11,2,Smt. P. Sridevi
8876,10667,B,2024-10-03,2,Shri R.K. Kulkarni
8877,10877,B,2024-11-09,2,Shri T.G. Rao
8878,11058,B,2024-11-10,2,Shri P.K. Sharma
8879,11248,B,2024-08-22,2,Smt. P. Sridevi
8880,11527,B,2024-12-19,1,Smt. P. Sridevi
8881,11677,C,2024-10-11,2,Shri T.G. Rao
8882,11930,B,2024-09-28,1,Shri M.V. Reddy
8883,12922,C,2024-07-09,1,Shri S.R. Naik
8884,13193,A,2025-01-06,1,Shri Y. Manjunath
8885,14093,A,2025-02-11,2,Shri R.K. Kulkarni
8886,14450,A,2024-06-12,1,Shri B.N. Prasad
8887,14558,B,2025-02-13,1,Shri T.G. Rao
8888,14560,C,2024-02-10,1,Smt. J. Anitha
8889,14830,C,2024-08-18,1,Smt. J. Anitha
8890,15278,B,2024-06-30,1,Smt. N. Hegde
8891,15490,B,2024-11-17,1,Smt. K. Latha
8892,15774,A,2024-06-02,1,Shri S.R. Naik
8893,15992,B,2024-09-06,2,Shri S.R. Naik
8894,16056,B,2024-09-06,2,Smt. R. Sumathi
8895,16128,B,2024-11-11,1,Smt. P. Sridevi
8896,16793,B,2024-08-08,2,Shri M.V. Reddy
8897,17188,B,2024-05-25,1,Smt. R. Sumathi
8898,17252,A,2024-10-02,2,Shri P.K. Sharma
8899,18066,B,2024-11-26,1,Smt. J. Anitha
8900,18336,B,2025-02-11,2,Shri T.G. Rao
8901,18445,B,2025-03-24,1,Smt. P. Sridevi
8902,18455,B,2024-09-14,1,Smt. P. Sridevi
8903,18717,B,2024-09-12,2,Shri T.G. Rao
8904,18894,A,2024-12-31,1,Shri B.N. Prasad
8905,19032,A,2025-02-25,2,Smt. D. Savitha
8906,19307,B,2024-05-14,1,Shri Y. Manjunath
8907,19375,A,2024-07-02,1,Shri P.K. Sharma
8908,19531,B,2025-01-09,2,Smt. V. Patil
8909,19960,B,2025-03-07,1,Shri Y. Manjunath
8910,20047,B,2025-01-22,2,Shri T.G. Rao
8911,20091,B,2024-11-15,2,Shri S.R. Naik
8912,20230,A,2025-02-09,1,Shri T.G. Rao
8913,20546,B,2024-07-20,2,Smt. J. Anitha
8914,20909,A,2024-11-02,2,Shri T.G. Rao
8915,20975,B,2024-08-10,1,Shri M.V. Reddy
8916,20985,A,2024-07-28,2,Smt. K. Latha
8917,21173,A,2025-02-23,2,Smt. N. Hegde
8918,21526,A,2024-12-03,2,Smt. N. Hegde
8919,21882,B,2025-01-06,2,Smt. V. Patil
8920,22302,B,2024-11-08,2,Shri A. Krishnamurthy
8921,22331,B,2024-07-11,2,Smt. K. Latha
8922,22415,B,2024-11-27,1,Smt. J. Anitha
8923,22463,B,2025-02-26,1,Smt. D. Savitha
8924,22483,A,2025-01-13,2,Shri R.K. Kulkarni
8925,22558,B,2024-10-18,1,Shri A. Krishnamurthy
8926,22563,A,2024-10-13,2,Smt. N. Hegde
8927,22740,A,2024-08-19,2,Shri M.V. Reddy
8928,22750,B,2024-09-21,2,Shri R.K. Kulkarni
8929,23429,B,2024-10-07,1,Smt. J. Anitha
8930,23440,B,2025-02-13,2,Shri Y. Manjunath
8931,23614,B,2024-12-21,1,Shri M.V. Reddy
8932,23845,B,2024-05-25,2,Smt. V. Patil
8933,24264,B,2024-10-10,1,Smt. J. Anitha
8934,24332,A,2024-07-11,1,Smt. K. Latha
8935,25968,B,2024-06-08,1,Smt. K. Latha
8936,26148,B,2024-09-01,1,Shri T.G. Rao
8937,26326,B,2025-02-21,2,Smt. K. Latha
8938,26979,B,2024-02-26,1,Smt. K. Latha
8939,27172,B,2025-03-01,1,Shri P.K. Sharma
8940,27224,B,2025-01-01,2,Shri R.K. Kulkarni
8941,27246,A,2025-03-11,2,Smt. J. Anitha
8942,27458,B,2025-05-16,2,Shri T.G. Rao
8943,27521,A,2024-06-12,1,Smt. N. Hegde
8944,27717,B,2024-10-15,2,Smt. K. Latha
8945,28012,B,2024-12-19,2,Shri Y. Manjunath
8946,28043,B,2024-03-04,1,Smt. D. Savitha
8947,28407,A,2024-06-19,1,Smt. P. Sridevi
8948,28509,C,2024-10-25,2,Shri T.G. Rao
8949,28550,A,2024-05-12,1,Shri Y. Manjunath
8950,28879,B,2025-02-06,1,Shri T.G. Rao
8951,29021,C,2024-06-05,1,Smt. V. Patil
8952,29474,A,2024-07-01,2,Shri S.R. Naik
8953,29606,A,2024-12-21,1,Shri P.K. Sharma
8954,29913,C,2024-05-20,2,Shri A. Krishnamurthy
8955,30191,C,2024-08-26,2,Smt. J. Anitha
8956,30226,B,2024-09-15,1,Smt. N. Hegde
8957,30279,A,2024-09-17,2,Shri T.G. Rao
8958,30483,B,2024-12-03,2,Shri B.N. Prasad
8959,30531,B,2024-10-27,2,Smt. P. Sridevi
8960,30557,B,2025-03-24,2,Shri A. Krishnamurthy
8961,30572,A,2024-12-14,2,Smt. N. Hegde
8962,31021,B,2024-10-14,1,Smt. P. Sridevi
8963,31419,A,2025-04-14,1,Smt. N. Hegde
8964,31485,C,2024-12-27,1,Shri P.K. Sharma
8965,31492,B,2025-05-15,1,Shri S.R. Naik
8966,31627,C,2024-09-30,1,Shri R.K. Kulkarni
8967,31637,C,2025-02-21,2,Shri M.V. Reddy
8968,31697,B,2024-07-11,2,Shri S.R. Naik
8969,31945,B,2024-10-04,1,Shri P.K. Sharma
8970,32487,C,2024-06-08,2,Shri M.V. Reddy
8971,32896,B,2024-08-18,2,Shri M.V. Reddy
8972,33022,B,2024-07-05,1,Smt. P. Sridevi
8973,33307,A,2024-11-15,1,Smt. K. Latha
8974,33482,C,2024-09-02,2,Smt. K. Latha
8975,33623,B,2024-12-20,1,Smt. V. Patil
8976,34985,A,2024-08-21,1,Shri T.G. Rao
8977,35563,B,2024-09-23,2,Shri R.K. Kulkarni
8978,35790,A,2024-12-13,1,Shri R.K. Kulkarni
8979,35840,C,2024-10-14,2,Shri B.N. Prasad
8980,36317,B,2025-01-22,1,Shri P.K. Sharma
8981,36558,B,2024-07-20,1,Smt. R. Sumathi
8982,37136,B,2025-03-17,1,Smt. K. Latha
8983,37137,B,2025-02-05,2,Shri Y. Manjunath
8984,37236,B,2024-08-26,2,Shri M.V. Reddy
8985,37377,B,2024-07-16,2,Smt. J. Anitha
8986,37631,B,2024-09-12,2,Smt. P. Sridevi
8987,37831,C,2024-06-17,1,Shri B.N. Prasad
8988,37910,C,2025-03-09,1,Smt. P. Sridevi
8989,38212,B,2024-03-21,1,Smt. D. Savitha
8990,38261,B,2024-05-12,1,Smt. P. Sridevi
8991,38447,B,2025-01-12,1,Smt. N. Hegde
8992,38912,B,2024-07-10,2,Shri T.G. Rao
8993,38913,B,2024-04-03,2,Smt. R. Sumathi
8994,39303,C,2025-04-22,1,Shri A. Krishnamurthy
8995,39533,A,2025-03-18,1,Smt. K. Latha
8996,39942,B,2024-05-19,1,Shri B.N. Prasad
8997,40142,A,2024-12-01,1,Smt. D. Savitha
8998,40426,B,2024-06-17,2,Smt. V. Patil
8999,41505,B,2024-02-05,2,Smt. V. Patil
9000,41663,B,2024-10-30,2,Shri M.V. Reddy
9001,41774,B,2024-06-05,1,Smt. P. Sridevi
9002,41821,A,2024-09-28,1,Shri P.K. Sharma
9003,42144,A,2024-09-19,2,Smt. P. Sridevi
9004,42228,B,2024-06-23,2,Smt. K. Latha
9005,42372,B,2024-11-22,1,Smt. V. Patil
9006,42438,C,2024-07-04,2,Shri Y. Manjunath
9007,42792,B,2025-04-27,2,Shri S.R. Naik
9008,43322,B,2024-10-27,1,Shri B.N. Prasad
9009,43875,B,2024-05-05,1,Smt. K. Latha
9010,43908,B,2024-06-03,2,Smt. N. Hegde
9011,43989,C,2024-06-23,1,Smt. R. Sumathi
9012,44096,A,2025-03-24,1,Smt. K. Latha
9013,44231,A,2025-03-08,2,Smt. K. Latha
9014,44257,B,2025-04-15,1,Smt. D. Savitha
9015,44523,B,2025-02-24,2,Smt. V. Patil
9016,44533,C,2024-09-08,2,Shri T.G. Rao
9017,44725,B,2024-08-30,2,Smt. J. Anitha
9018,44925,B,2024-12-21,1,Smt. P. Sridevi
9019,45052,C,2024-12-14,2,Smt. D. Savitha
9020,45100,C,2024-09-16,1,Shri A. Krishnamurthy
9021,45173,C,2024-04-23,1,Smt. P. Sridevi
9022,45208,B,2024-12-14,1,Shri B.N. Prasad
9023,45266,A,2024-07-21,1,Shri R.K. Kulkarni
9024,45447,B,2024-04-22,1,Shri A. Krishnamurthy
9025,45491,B,2024-09-16,2,Smt. N. Hegde
9026,45973,B,2024-03-24,2,Shri Y. Manjunath
9027,46695,A,2025-02-25,1,Shri Y. Manjunath
9028,47053,A,2024-09-04,2,Shri P.K. Sharma
9029,47379,B,2024-10-22,1,Smt. J. Anitha
9030,47436,A,2024-10-19,1,Smt. J. Anitha
9031,47452,B,2024-11-24,2,Shri T.G. Rao
9032,47537,A,2024-07-08,2,Shri S.R. Naik
9033,47736,B,2024-10-11,1,Shri Y. Manjunath
9034,47975,A,2024-06-02,2,Smt. D. Savitha
9035,48176,B,2024-07-18,2,Shri B.N. Prasad
9036,48600,A,2025-02-06,1,Shri S.R. Naik
9037,48737,A,2024-08-22,2,Smt. N. Hegde
9038,48853,C,2024-11-08,1,Smt. N. Hegde
9039,49072,B,2024-11-06,2,Smt. P. Sridevi
9040,49179,C,2024-08-05,2,Smt. K. Latha
9041,5,B,2025-08-02,2,Smt. R. Sumathi
9042,17,B,2025-10-21,2,Smt. N. Hegde
9043,62,A,2025-10-23,1,Smt. P. Sridevi
9044,224,B,2025-06-03,1,Smt. K. Latha
9045,810,B,2025-10-25,1,Smt. J. Anitha
9046,978,B,2025-07-07,2,Shri P.K. Sharma
9047,1029,A,2025-07-17,2,Shri Y. Manjunath
9048,1284,A,2026-03-29,2,Shri T.G. Rao
9049,1339,B,2026-05-16,1,Smt. P. Sridevi
9050,1516,C,2025-03-29,2,Smt. D. Savitha
9051,1992,A,2025-09-12,1,Smt. P. Sridevi
9052,1998,B,2025-12-03,1,Shri M.V. Reddy
9053,2005,C,2025-05-04,1,Shri B.N. Prasad
9054,2139,B,2026-05-12,2,Shri S.R. Naik
9055,2170,C,2025-05-22,1,Shri S.R. Naik
9056,2350,B,2025-04-20,1,Shri P.K. Sharma
9057,2363,B,2025-11-27,2,Smt. P. Sridevi
9058,2523,C,2026-03-01,2,Smt. D. Savitha
9059,3538,B,2025-12-28,1,Shri R.K. Kulkarni
9060,3641,A,2025-06-29,2,Smt. V. Patil
9061,3766,C,2026-05-01,2,Smt. R. Sumathi
9062,4099,A,2026-02-25,2,Shri T.G. Rao
9063,4283,A,2026-02-10,1,Shri A. Krishnamurthy
9064,4732,A,2025-06-28,2,Shri R.K. Kulkarni
9065,4854,C,2026-02-09,1,Smt. N. Hegde
9066,5283,B,2026-01-23,1,Smt. J. Anitha
9067,5618,A,2025-10-28,2,Shri S.R. Naik
9068,6164,B,2026-02-26,1,Smt. P. Sridevi
9069,7069,C,2026-02-18,2,Shri R.K. Kulkarni
9070,7140,B,2025-05-28,2,Smt. D. Savitha
9071,7308,B,2026-02-17,2,Shri R.K. Kulkarni
9072,7427,A,2026-03-11,1,Shri P.K. Sharma
9073,7520,B,2026-01-30,2,Shri S.R. Naik
9074,7699,B,2025-12-20,1,Smt. N. Hegde
9075,7804,B,2026-02-19,1,Smt. K. Latha
9076,7914,A,2025-11-24,2,Smt. K. Latha
9077,7967,A,2026-03-01,1,Smt. J. Anitha
9078,9515,B,2025-05-22,2,Smt. P. Sridevi
9079,9806,A,2026-01-13,2,Shri Y. Manjunath
9080,10050,A,2025-05-21,2,Smt. J. Anitha
9081,10381,A,2025-03-16,2,Shri P.K. Sharma
9082,10511,C,2026-05-10,1,Smt. V. Patil
9083,10785,B,2026-02-21,2,Shri B.N. Prasad
9084,10980,B,2025-12-09,1,Smt. D. Savitha
9085,11239,A,2025-11-06,1,Shri Y. Manjunath
9086,11308,A,2026-05-07,1,Shri A. Krishnamurthy
9087,11361,A,2025-11-08,2,Smt. V. Patil
9088,11471,A,2025-04-04,2,Smt. P. Sridevi
9089,11828,B,2025-10-29,1,Smt. V. Patil
9090,12425,B,2026-05-18,1,Shri R.K. Kulkarni
9091,12477,C,2025-09-28,1,Smt. V. Patil
9092,14302,A,2025-05-15,2,Shri T.G. Rao
9093,14563,B,2025-05-28,2,Smt. D. Savitha
9094,14653,C,2026-02-08,2,Smt. D. Savitha
9095,14688,B,2026-01-26,2,Smt. J. Anitha
9096,14999,A,2025-09-26,2,Shri B.N. Prasad
9097,15368,B,2026-06-12,2,Shri B.N. Prasad
9098,15427,B,2025-07-22,2,Shri R.K. Kulkarni
9099,15508,B,2025-06-06,1,Smt. R. Sumathi
9100,15522,A,2025-06-16,2,Shri B.N. Prasad
9101,16198,A,2025-11-30,1,Shri B.N. Prasad
9102,16933,B,2025-03-30,2,Shri S.R. Naik
9103,17108,B,2025-07-07,1,Smt. N. Hegde
9104,18272,B,2026-03-24,2,Shri M.V. Reddy
9105,18654,A,2025-08-22,2,Smt. K. Latha
9106,18770,C,2025-09-04,2,Smt. N. Hegde
9107,19506,B,2025-06-30,2,Shri B.N. Prasad
9108,19870,A,2025-10-20,2,Shri Y. Manjunath
9109,20488,C,2025-12-07,1,Smt. P. Sridevi
9110,20813,B,2025-04-24,2,Smt. V. Patil
9111,20908,C,2026-06-11,2,Smt. N. Hegde
9112,21305,C,2026-03-06,1,Smt. J. Anitha
9113,21691,A,2025-08-05,2,Shri Y. Manjunath
9114,21709,A,2025-05-05,2,Smt. R. Sumathi
9115,22015,A,2025-08-09,2,Smt. D. Savitha
9116,22526,B,2025-12-06,1,Shri Y. Manjunath
9117,22672,B,2025-11-07,1,Smt. D. Savitha
